Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Total_Services,Revenue_Per_Month,Charge_To_Revenue_Ratio,Refund_Rate,Has_Refund,Has_Extra_Charges,High_Value_Customer,Service_Adoption_Rate,Churn_Prediction,Churn_Probability,Risk_Level,Predicted_Status,Top_Risk_Factors
58840-ODI,Female,73,No,Odisha,15,13,,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.2,25.2,0.0,0,0.0,25.2,Churned,Competitor,Competitor made better offer,1,1.8,0.9618320610687023,0.0,0,0,0,0.1,1,0.99702567,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
76680-UTT,Male,67,No,Uttar Pradesh,4,17,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.9,2745.2,0.0,50,1026.02,3821.22,Churned,Price,Extra data charges,6,212.29,0.025090130866355156,0.0,0,1,0,0.6,1,0.90619403,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
11751-TAM,Female,18,No,Tamil Nadu,5,7,Deal 5,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,24.3,38.45,0.0,0,0.0,38.45,Joined,Others,Others,1,4.80625,0.6159695817490494,0.0,0,0,0,0.1,1,0.99591947,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
45213-AND,Female,25,Yes,Andhra Pradesh,15,5,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,61.2,125.95,0.0,0,64.12,190.07,Joined,Others,Others,5,31.67833333333333,0.3203014601978333,0.0,0,0,0,0.5,1,0.99485815,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
55800-PUN,Female,78,No,Punjab,5,10,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.15,1496.9,0.0,0,516.29,2013.19,Churned,Dissatisfaction,Service dissatisfaction,5,183.01727272727274,0.044260968428996274,0.0,0,0,0,0.5,1,0.94614536,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
28453-JAM,Female,23,No,Jammu & Kashmir,9,6,Deal 5,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.6,48.6,0.0,0,6.54,55.14,Churned,Dissatisfaction,Poor expertise of phone support,3,7.877142857142857,0.8656929105806912,0.0,0,0,0,0.3,1,0.9977912,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
21165-DEL,Female,38,No,Delhi,2,32,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.95,38.15,0.0,0,69.14,107.29,Joined,Others,Others,1,3.2512121212121214,0.18422753716871362,0.0,0,0,0,0.1,1,0.9493498,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
41924-RAJ,Female,57,No,Rajasthan,9,11,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,46.0,221.7,0.0,0,119.45,341.15,Churned,Competitor,Competitor had better devices,2,28.429166666666664,0.13444395732865702,0.0,0,0,0,0.2,1,0.9269657,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
83113-GUJ,Male,35,No,Gujarat,8,30,,No,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,29.15,29.15,0.0,0,0.0,29.15,Joined,Others,Others,2,0.9403225806451613,0.966832504145937,0.0,0,0,0,0.2,1,0.99918324,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption"
87950-TAM,Female,32,Yes,Tamil Nadu,13,26,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55,69.55,0.0,0,49.43,118.98,Churned,Attitude,Attitude of support person,3,4.406666666666667,0.5796799466577762,0.0,0,0,0,0.3,1,0.9995402,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
78979-KAR,Male,46,No,Karnataka,5,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.75,4882.8,0.0,0,1341.45,6224.25,Stayed,Others,Others,8,3112.125,0.017308541825629492,0.0,0,0,1,0.8,1,0.6260655,High,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
16243-DEL,Female,67,No,Delhi,8,2,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.2,74.2,0.0,0,48.95,123.15,Churned,Price,Price too high,3,41.050000000000004,0.5976641159887233,0.0,0,0,0,0.3,1,0.99959856,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
44934-TAM,Male,23,Yes,Tamil Nadu,9,9,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.7,5071.05,36.61,0,1707.0,6741.44,Churned,Competitor,Competitor had better devices,8,674.144,0.01538018877439028,0.0072179887816563315,1,0,1,0.8,1,0.82213116,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), High Monthly Charge"
34319-UTT,Male,40,Yes,Uttar Pradesh,12,25,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,50.15,0.0,0,20.3,70.45,Joined,Others,Others,3,2.7096153846153848,0.7018894331700489,0.0,0,0,0,0.3,1,0.9994467,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
53915-PUN,Female,76,Yes,Punjab,8,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.15,70.15,0.0,0,47.97,118.12,Churned,Competitor,Competitor made better offer,2,13.124444444444444,0.5889019476158496,0.0,0,0,0,0.2,1,0.9993641,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
77072-UTT,Female,41,Yes,Uttar Pradesh,8,3,,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60.0,487.75,0.0,0,374.24,861.99,Stayed,Others,Others,4,215.4975,0.06952571872211728,0.0,0,0,0,0.4,1,0.5996175,High,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
93409-ODI,Female,33,No,Odisha,9,35,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.0,70.0,0.0,0,38.8,108.8,Churned,Price,Price too high,2,3.022222222222222,0.6375227686703097,0.0,0,0,0,0.2,1,0.9990632,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
92985-HAR,Male,62,No,Haryana,11,35,,No,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,39.3,1637.4,0.0,0,0.0,1637.4,Churned,Competitor,Competitor offered higher download speeds,3,45.483333333333334,0.023986816406249997,0.0,0,0,0,0.3,1,0.73977035,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
73044-KAR,Male,23,Yes,Karnataka,15,5,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.6,74.6,0.0,0,42.99,117.59,Joined,Others,Others,3,19.598333333333333,0.6290580993338392,0.0,0,0,0,0.3,1,0.99854004,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
51472-MAH,Female,82,Yes,Maharashtra,6,13,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0.0,0,1724.46,5912.21,Churned,Competitor,Competitor had better devices,6,422.30071428571426,0.01664070783888954,0.0,0,0,1,0.6,1,0.96846753,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
98159-HAR,Male,40,No,Haryana,1,25,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0.0,0,100.54,934.74,Churned,Competitor,Competitor made better offer,3,35.95153846153846,0.07945583174813516,0.0,0,0,0,0.3,1,0.8931273,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
21945-KAR,Male,61,No,Karnataka,7,5,,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1061.85,Churned,Competitor,Competitor offered more data,4,176.975,0.07606905960389519,0.02734451553403654,1,0,0,0.4,1,0.8722063,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), High Monthly Charge"
55554-UTT,Male,31,Yes,Uttar Pradesh,14,1,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,242.8,45.44,0,23.02,220.38,Churned,Attitude,Attitude of support person,8,110.19,0.47158731592736475,0.18638228055783426,1,0,0,0.8,1,0.99637693,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), High Monthly Charge"
24531-AND,Male,82,No,Andhra Pradesh,10,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.8,1951.0,0.0,0,95.4,2046.4,Churned,Competitor,Competitor had better devices,5,341.06666666666666,0.044348930350688674,0.0,0,0,0,0.5,1,0.9096178,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
65424-WES,Male,41,No,West Bengal,9,13,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.25,1907.85,0.0,0,396.22,2304.07,Churned,Competitor,Competitor had better devices,5,164.57642857142858,0.03871899768770579,0.0,0,0,0,0.5,1,0.7684892,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
71689-PUN,Female,42,Yes,Punjab,3,19,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0.0,0,45.59,89.54,Joined,Others,Others,2,4.477,0.4854208084824387,0.0,0,0,0,0.2,1,0.99893826,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
41777-JAM,Female,56,No,Jammu & Kashmir,12,8,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,5082.8,0.0,0,1187.04,6269.84,Churned,Other,Don't know,8,696.6488888888889,0.016919583341306745,0.0,0,0,1,0.8,1,0.88549364,Critical,Will Churn,"Low Tenure (<1 year), No Premium Support, High Monthly Charge"
63441-RAJ,Male,40,Yes,Rajasthan,13,13,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0.0,0,870.76,2872.26,Churned,Dissatisfaction,Lack of self-service on Website,5,205.1614285714286,0.03111448320026729,0.0,0,0,0,0.5,1,0.86156315,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
78885-TAM,Female,43,No,Tamil Nadu,2,5,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.5,19.5,0.0,0,20.11,39.61,Joined,Others,Others,1,6.601666666666667,0.4801772962324551,0.0,0,0,0,0.1,1,0.99795914,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), Low Service Adoption"
72349-UTT,Male,72,Yes,Uttar Pradesh,6,12,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,0.0,30,54.6,773.25,Churned,Competitor,Competitor had better devices,2,59.48076923076923,0.09409105586051017,0.0,0,1,0,0.2,1,0.9748589,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
98901-KAR,Female,52,No,Karnataka,12,30,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0.0,0,41.39,111.89,Churned,Competitor,Competitor offered higher download speeds,2,3.6093548387096774,0.6245017273452033,0.0,0,0,0,0.2,1,0.9991528,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
17866-HAR,Female,60,Yes,Haryana,5,35,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0.0,20,158.27,760.77,Churned,Competitor,Competitor offered higher download speeds,3,21.1325,0.11355133439227064,0.0,0,1,0,0.3,1,0.79653263,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
65987-TAM,Male,52,Yes,Tamil Nadu,9,34,Deal 5,Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0.0,0,17.07,78.22,Joined,Others,Others,5,2.234857142857143,0.7719010350921485,0.0,0,0,0,0.5,1,0.99747866,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
88152-TEL,Male,31,Yes,Telangana,6,15,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.15,20.15,0.0,0,40.51,60.66,Churned,Price,Long distance charges,1,3.79125,0.326792085630879,0.0,0,0,0,0.1,1,0.99869674,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
94070-JAM,Female,21,Yes,Jammu & Kashmir,8,3,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,90.1,0.0,0,24.33,114.43,Joined,Others,Others,5,28.6075,0.7805596465390279,0.0,0,0,0,0.5,1,0.9985197,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
85031-RAJ,Female,60,No,Rajasthan,1,4,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,44.0,0.0,0,13.4,57.4,Joined,Others,Others,2,11.48,0.7534246575342466,0.0,0,0,0,0.2,1,0.9977812,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), Low Service Adoption"
93798-TAM,Male,64,No,Tamil Nadu,1,6,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0.0,30,28.37,103.67,Churned,Competitor,Competitor offered higher download speeds,1,14.81,0.4327887646890226,0.0,0,1,0,0.1,1,0.99875534,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), Low Service Adoption"
76580-TAM,Female,29,Yes,Tamil Nadu,0,17,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.4,20.4,0.0,0,22.12,42.52,Churned,Price,Long distance charges,1,2.3622222222222224,0.46874999999999994,0.0,0,0,0,0.1,1,0.99841595,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
78104-JHA,Female,61,Yes,Jharkhand,11,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0.0,0,229.04,1330.89,Churned,Competitor,Competitor made better offer,4,133.089,0.059276666992018855,0.0,0,0,0,0.4,1,0.9208388,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
58802-TAM,Female,42,Yes,Tamil Nadu,0,32,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0.0,0,191.36,1639.96,Churned,Competitor,Competitor made better offer,6,49.695757575757575,0.05426701443057722,0.0,0,0,0,0.6,1,0.7769574,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge"
93193-TAM,Male,73,No,Tamil Nadu,14,14,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.0,46.0,0.0,0,7.74,53.74,Churned,Competitor,Competitor had better devices,2,3.582666666666667,0.8403361344537815,0.0,0,0,0,0.2,1,0.9992083,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
47045-TAM,Male,74,No,Tamil Nadu,13,20,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.0,73.0,0.0,0,20.55,93.55,Churned,Competitor,Competitor offered more data,3,4.454761904761905,0.7720782654680064,0.0,0,0,0,0.3,1,0.9994205,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
52976-PUN,Female,72,Yes,Punjab,4,8,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,256.25,0.0,0,71.46,327.71,Churned,Competitor,Competitor had better devices,3,36.41222222222222,0.22831675336923124,0.0,0,0,0,0.3,1,0.9842704,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
43116-JAM,Female,43,No,Jammu & Kashmir,10,30,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,164.5,0.0,0,16.64,181.14,Churned,Competitor,Competitor made better offer,3,5.8432258064516125,0.43785000549028225,0.0,0,0,0,0.3,1,0.9974866,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
33573-DEL,Female,20,Yes,Delhi,7,11,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0.0,150,2931.6,10756.15,Churned,Attitude,Attitude of service provider,8,896.3458333333333,0.010179276109378414,0.0,0,1,1,0.8,1,0.8652507,Critical,Will Churn,"Low Tenure (<1 year), High Monthly Charge"
37708-BIH,Female,71,Yes,Bihar,4,30,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0.0,0,286.2,2180.15,Churned,Competitor,Competitor had better devices,3,70.32741935483871,0.03461476743919492,0.0,0,0,0,0.3,1,0.96525437,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
97997-HAR,Female,28,No,Haryana,12,35,Deal 5,Yes,No,No,,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.5,20.5,0.0,0,26.12,46.62,Churned,Price,Long distance charges,1,1.295,0.43049139017219656,0.0,0,0,0,0.1,1,0.9990227,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
74446-MAD,Male,58,Yes,Madhya Pradesh,4,6,Deal 1,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0.0,0,1704.12,8414.62,Churned,Other,Moved,7,1202.0885714285716,0.011823252475753419,0.0,0,0,1,0.7,1,0.9285245,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
33761-HAR,Female,45,Yes,Haryana,5,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0.0,0,44.94,126.89,Churned,Competitor,Competitor had better devices,4,10.574166666666667,0.6407850496520447,0.0,0,0,0,0.4,1,0.9991229,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
48857-UTT,Male,54,Yes,Uttar Pradesh,15,17,Deal 4,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,33.5,600.0,0.0,0,0.0,600.0,Churned,Dissatisfaction,Product dissatisfaction,3,33.333333333333336,0.05574043261231281,0.0,0,0,0,0.3,1,0.70950776,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
23770-TAM,Female,76,No,Tamil Nadu,8,15,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0.0,0,14.08,1145.28,Churned,Competitor,Competitor made better offer,6,71.58,0.08684614579334891,0.0,0,0,0,0.6,1,0.9923584,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
94413-AND,Male,32,No,Andhra Pradesh,11,9,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3,84.3,0.0,10,1.63,95.93,Churned,Competitor,Competitor offered more data,3,9.593,0.8696997833488084,0.0,0,1,0,0.3,1,0.9991049,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
28776-TEL,Female,48,Yes,Telangana,6,6,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,0.0,0,1286.62,5961.02,Stayed,Others,Others,7,851.5742857142858,0.016957339961959198,0.0,0,0,1,0.7,1,0.5746888,High,Will Churn,"Low Tenure (<1 year), No Premium Support, High Monthly Charge"
11713-MAD,Female,22,Yes,Madhya Pradesh,4,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0.0,10,22.16,106.76,Churned,Competitor,Competitor offered more data,2,17.793333333333333,0.692279138827023,0.0,0,1,0,0.2,1,0.9987092,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), Low Service Adoption"
13654-BIH,Female,33,No,Bihar,10,34,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99.0,1301.7,0.0,0,313.82,1615.52,Churned,Price,Lack of affordable download/upload speed,7,46.157714285714285,0.061242669438052115,0.0,0,0,0,0.7,1,0.8861341,Critical,Will Churn,"Month-to-Month Contract, High Monthly Charge"
11906-MAD,Female,53,No,Madhya Pradesh,2,29,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,0.0,10,134.47,667.62,Churned,Competitor,Competitor had better devices,3,22.254,0.11860249469055667,0.0,0,1,0,0.3,1,0.924276,Critical,Will Churn,"Month-to-Month Contract, No Premium Support"
22996-RAJ,Male,49,Yes,Rajasthan,11,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0.0,0,302.28,1556.18,Churned,Attitude,Attitude of support person,8,81.9042105263158,0.06852130132675734,0.0,0,0,0,0.8,1,0.9474631,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
76221-UTT,Male,71,Yes,Uttar Pradesh,1,36,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,0.0,0,77.52,2574.22,Churned,Attitude,Attitude of support person,7,69.5735135135135,0.03997716699932433,0.0,0,0,0,0.7,1,0.97498125,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
33463-JAM,Female,43,No,Jammu & Kashmir,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2,0.0,0,21.06,189.26,Churned,Other,Don't know,5,5.257222222222222,0.475139283086303,0.0,0,0,0,0.5,1,0.9984388,Critical,Will Churn,"Month-to-Month Contract, No Premium Support, High Monthly Charge"
25525-TAM,Male,28,Yes,Tamil Nadu,12,3,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0.0,0,1888.6,5512.9,Churned,Other,Don't know,6,1378.225,0.017165708482199536,0.0,0,0,1,0.6,1,0.8669117,Critical,Will Churn,"Month-to-Month Contract, Short Tenure (<6 months), No Premium Support"
46190-DEL,Male,28,Yes,Delhi,0,24,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0.0,60,1379.4,4476.15,Churned,Competitor,Competitor made better offer,5,179.046,0.02139754084629731,0.0,0,1,0,0.5,1,0.827259,Critical,Will Churn,"No Premium Support, High Monthly Charge"
59786-WES,Female,65,No,West Bengal,10,10,,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,0.0,0,177.44,485.54,Stayed,Others,Others,5,44.14,0.17686110083446374,0.0,0,0,0,0.5,1,0.6495889,High,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
72469-MAD,Male,56,No,Madhya Pradesh,9,9,,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.7,55.7,0.0,0,17.68,73.38,Joined,Others,Others,4,7.337999999999999,0.7488572196827105,0.0,0,0,0,0.4,1,0.99904305,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
46792-MAD,Female,59,Yes,Madhya Pradesh,6,25,Deal 5,No,No,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,35.9,35.9,0.0,0,0.0,35.9,Joined,Others,Others,3,1.3807692307692307,0.9728997289972899,0.0,0,0,0,0.3,1,0.99641585,Critical,Will Churn,Month-to-Month Contract
46549-TAM,Male,72,Yes,Tamil Nadu,3,20,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.4,204.7,0.0,0,6.78,211.48,Churned,Other,Don't know,2,10.07047619047619,0.33132530120481934,0.0,0,0,0,0.2,1,0.99854493,Critical,Will Churn,"Month-to-Month Contract, Low Service Adoption, No Premium Support"
72437-GUJ,Female,52,No,Gujarat,3,10,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,1808.7,0.0,0,886.62,2695.32,Churned,Competitor,Competitor offered more data,5,245.0290909090909,0.03208076192736767,0.0,0,0,0,0.5,1,0.81852746,Critical,Will Churn,"Month-to-Month Contract, Low Tenure (<1 year), No Premium Support"
